0	21257
1	21258
2	22074
3	22077
4	22326
5	22328
6	22621
7	23111
8	23199
9	23237
10	23238
11	23581
12	26252829
13	-1
14	20974
15	21351
16	21790
17	21803
18	21809
19	22075
20	22144
21	22567
22	22695
23	22698
24	22704
25	22721
26	22816
27	22894
28	22906
29	22908
30	23126
31	23334
32	23338
33	37500
34	79321
35	8499311
36	8504911
37	8504915
38	23561
39	23562
40	23681
41	23498
42	23552
43	20725
44	85038
45	20832
46	16016
47	21684
48	21916
49	22113
50	22178
51	22398
52	22460
53	22466
54	22481
55	22726
56	22727
57	22915
58	23084
59	23145
60	23328
61	23356
62	84692
63	84832
64	84879
65	84945
66	84946
