0	10002
1	10080
2	10120
3	1012313
4	1012411
5	10125
6	10133
7	10135
8	11001
9	1211242158
10	1231525161
11	132
12	142529
13	15030
14	15034
15	15036
16	15039
17	1504411
18	1504412
19	1504413
20	1504414
21	150561222
22	1505624
23	1505626
24	1505811
25	1505812
26	1505813
27	1506012
28	16008
29	16011
30	16012
31	16014
32	16015
33	16016
34	16033
35	16043
36	16045
37	16048
38	16049
39	16052
40	16054
41	1615111
42	1615622
43	1615628
44	1616117
45	1616123
46	1616126
47	1616130
48	1616222
49	1616223
50	1616823
51	1616915
52	1616921
53	1616923
54	1620211
55	1620215
56	1620711
57	1620712
58	16216
59	16218
60	16219
61	16225
62	16235
63	16236
64	16237
65	16238
66	1624412
67	16254
68	1625811
69	16259
70	17001
71	17003
72	1700712
73	1701116
74	1701211
75	1701212
76	1701213
77	1701214
78	1701215
79	1701216
80	1701314
81	1701411
82	17021
83	1702820
84	17038
85	1708411
86	1708420
87	1708424
88	1708426
89	1708427
90	1709011
91	1709014
92	1709111
93	1709120
94	17096
95	1710714
96	1710914
97	1712916
98	1713611
99	1716412
100	1716514
101	17174
102	1719111
103	18007
104	1809413
105	1809713
106	1809813
107	20615
108	20616
109	20617
110	20618
111	20619
112	20622
113	20652
114	20653
115	20654
116	20655
117	20657
118	20658
119	20659
120	20661
121	20664
122	20665
123	20666
124	20667
125	20668
126	20669
127	20670
128	20674
129	20675
130	20676
131	20677
132	20679
133	20681
134	20682
135	20684
136	20685
137	20686
138	20694
139	20696
140	20697
141	20698
142	20699
143	20700
144	20702
145	20704
146	20705
147	20707
148	20711
149	20712
150	20713
151	20716
152	20717
153	20718
154	20719
155	20723
156	20724
157	20725
158	20726
159	20727
160	20728
161	20731
162	20733
163	20735
164	20748
165	20749
166	20750
167	20751
168	20752
169	20754
170	20755
171	20756
172	20757
173	20758
174	20759
175	20760
176	20761
177	20762
178	20763
179	20764
180	20765
181	20766
182	20767
183	20768
184	20769
185	20770
186	20771
187	20772
188	20773
189	20774
190	20775
191	20777
192	20778
193	20780
194	20781
195	20782
196	20785
197	20793
198	20794
199	20795
200	20796
201	20798
202	20801
203	20802
204	20803
205	20816
206	20818
207	20819
208	20821
209	20823
210	20826
211	20828
212	20829
213	20830
214	20831
215	20832
216	20835
217	20836
218	20837
219	20838
220	20839
221	20840
222	20845
223	20846
224	20847
225	20848
226	20851
227	20854
228	20856
229	20857
230	20860
231	20866
232	20867
233	20868
234	20869
235	20878
236	20886
237	20893
238	20894
239	20897
240	20898
241	20902
242	20903
243	20906
244	20910
245	20914
246	20931
247	20932
248	20933
249	20934
250	20935
251	20936
252	20941
253	20956
254	20960
255	20961
256	20963
257	20966
258	20967
259	20969
260	20970
261	20971
262	20972
263	20973
264	20974
265	20975
266	20977
267	20978
268	20979
269	20980
270	20981
271	20982
272	20983
273	20984
274	20985
275	20986
276	20992
277	20996
278	20997
279	20998
280	21000
281	21001
282	21002
283	21003
284	21009
285	21011
286	21012
287	21014
288	21015
289	21018
290	21025
291	21026
292	21027
293	21028
294	21030
295	21031
296	21032
297	21033
298	21034
299	21035
300	21038
301	21039
302	21040
303	21041
304	21042
305	21043
306	21051
307	21054
308	21055
309	21056
310	21058
311	21059
312	21060
313	21061
314	21062
315	21063
316	21064
317	21065
318	21066
319	21067
320	21068
321	21069
322	21070
323	21071
324	21078
325	21080
326	21082
327	21084
328	21086
329	21087
330	21088
331	21089
332	21090
333	21094
334	21095
335	21096
336	21098
337	21100
338	21106
339	21107
340	21108
341	21109
342	21110
343	21111
344	21112
345	21114
346	21115
347	21116
348	21117
349	21121
350	21122
351	21123
352	21124
353	21125
354	21126
355	21128
356	21129
357	21131
358	21132
359	21135
360	21136
361	21137
362	21143
363	21145
364	21147
365	21154
366	21155
367	21156
368	21157
369	21158
370	21159
371	21161
372	21162
373	21163
374	21164
375	21165
376	21166
377	21167
378	21169
379	21171
380	21172
381	21174
382	21175
383	21179
384	21181
385	21187
386	21188
387	21189
388	21190
389	21191
390	21192
391	21194
392	21195
393	21196
394	21197
395	21198
396	21199
397	21200
398	21201
399	21202
400	21204
401	21205
402	21206
403	21207
404	21208
405	21209
406	21210
407	21211
408	21212
409	21213
410	21215
411	21216
412	21217
413	21218
414	21219
415	21220
416	21221
417	21222
418	21224
419	21226
420	21228
421	21231
422	21232
423	21238
424	21239
425	21240
426	21242
427	21243
428	21244
429	21245
430	21246
431	21248
432	21249
433	21250
434	21251
435	21253
436	21257
437	21258
438	21259
439	21260
440	21261
441	21262
442	21263
443	21264
444	21265
445	21269
446	21270
447	21272
448	21275
449	21277
450	21278
451	21279
452	21280
453	21281
454	21284
455	21285
456	21286
457	21287
458	21288
459	21289
460	21291
461	21292
462	21293
463	21294
464	21306
465	21307
466	21310
467	21311
468	21313
469	21314
470	21316
471	21317
472	21318
473	21319
474	21320
475	21324
476	21326
477	21327
478	21328
479	21329
480	21331
481	21332
482	21333
483	21336
484	21340
485	21344
486	21348
487	21349
488	21351
489	21352
490	21354
491	21355
492	21356
493	21357
494	21358
495	21359
496	21360
497	21361
498	21363
499	21364
500	21365
501	21366
502	21367
503	21368
504	21369
505	21371
506	21372
507	21373
508	21374
509	21375
510	21376
511	21377
512	21378
513	21379
514	21380
515	21381
516	21382
517	21383
518	21385
519	21386
520	21389
521	21390
522	21391
523	21392
524	21394
525	21395
526	21397
527	21398
528	21399
529	21400
530	21401
531	21402
532	21403
533	21407
534	21408
535	21411
536	21413
537	21415
538	21416
539	21417
540	21418
541	21420
542	21421
543	21422
544	21424
545	21425
546	21426
547	21427
548	21428
549	21429
550	21430
551	21439
552	21441
553	21442
554	21445
555	21446
556	21447
557	21448
558	21452
559	21454
560	21455
561	21456
562	21457
563	21458
564	21459
565	21460
566	21462
567	21463
568	21464
569	21465
570	21466
571	21467
572	21468
573	21469
574	21470
575	21471
576	21472
577	21473
578	21476
579	21479
580	21481
581	21484
582	21485
583	21486
584	21488
585	21491
586	21494
587	21495
588	21497
589	21498
590	21499
591	21500
592	21503
593	21504
594	21506
595	21507
596	21508
597	21509
598	21518
599	21519
600	21520
601	21523
602	21524
603	21527
604	21528
605	21530
606	21531
607	21533
608	21534
609	21535
610	21537
611	21538
612	21539
613	21544
614	21547
