4479	27.2
1293	59.2
1109	33.9
5304	37.7
820	58.9
9773	55.7
7593	22.5
6173	34.6
7416	73.0
6614	88.5
1302	55.3
1014	75.1
2039	95.1
9823	92.7
6496	38.3
7949	84.5
3283	13.2
4292	37.7
5716	42.4
4133	10.3
5069	35.7
8874	92.9
1472	53.2
7066	37.8
9263	93.0
1399	26.4
1005	92.9
5916	57.6
9324	66.2
9725	62.7
8182	91.6
3155	30.4
1660	0.3
3979	18.6
1461	18.3
1164	72.2
3346	3.3
3824	55.3
196	48.2
7426	10.8
8504	10.0
5506	13.6
2477	51.7
10081	39.7
577	61.7
4405	97.0
5298	19.4
1961	60.9
9378	61.2
9402	22.1
7351	15.1
1578	30.6
2702	57.7
3267	21.6
9741	82.0
5029	46.1
9529	6.0
4530	18.9
2672	8.6
6378	47.7
6728	99.3
2895	17.5
1842	77.3
7390	24.6
7144	22.8
3147	29.7
6899	54.8
3405	32.8
3507	97.2
4247	18.1
8106	94.2
4267	52.1
9769	37.0
4781	52.9
5207	10.6
76	68.0
1092	40.2
8594	31.7
5317	91.0
509	50.7
9679	74.0
2717	92.6
3875	69.7
5318	86.3
1530	37.3
3529	24.1
8195	8.7
5669	50.9
5095	75.3
2014	22.1
8337	95.5
1575	52.6
882	46.0
587	94.4
2713	19.7
91	69.3
7076	25.6
2198	42.4
506	60.2
7970	41.0
8492	63.6
6998	7.2
4313	32.2
2718	71.1
3541	51.0
8144	51.6
3776	78.2
4445	63.1
9561	96.1
5721	72.7
3322	61.3
8988	27.2
7200	32.6
8778	52.5
6912	3.2
4791	74.9
6002	49.6
1034	22.5
8259	3.8
7835	94.8
8280	38.7
3435	85.3
802	60.8
1949	2.4
3706	31.8
1429	49.8
1813	21.0
1037	15.2
579	27.2
10002	59.3
7969	12.9
8904	2.2
8552	9.3
85	53.4
1402	77.9
6572	26.8
3274	18.0
3726	34.8
1656	38.7
5961	94.4
6976	69.9
7527	95.1
8338	32.4
6949	11.8
4843	87.5
2757	11.9
4785	50.1
8695	2.4
2821	90.1
3394	3.7
4145	3.6
974	8.4
1674	94.4
8653	12.6
1139	70.3
8490	39.8
6376	74.6
304	21.8
7751	63.0
1599	44.3
8723	23.1
4885	76.9
7328	38.8
1939	34.2
2769	27.6
7780	90.2
4128	61.9
429	0.2
3781	4.5
7443	23.5
4187	33.9
7801	80.5
7708	88.0
6811	71.7
4900	22.3
275	64.1
5804	98.5
2178	0.8
2401	73.2
1370	77.2
7931	93.1
3840	13.9
5779	5.5
2656	98.3
3418	35.6
1065	59.1
6900	35.6
1902	69.2
8744	66.7
2424	19.4
1270	28.4
3196	63.7
10097	69.5
7413	50.0
4301	91.2
1736	12.1
1475	20.4
871	40.5
3774	0.6
224	10.5
4012	71.5
4863	10.6
7396	63.1
3828	32.0
4213	33.5
4098	16.2
9952	70.2
1756	46.1
8422	97.5
2408	18.6
7065	68.4
1103	36.0
569	53.3
3835	39.8
1161	79.2
8964	26.8
1734	25.8
10093	68.1
2019	13.6
5079	4.7
3481	59.5
1486	73.4
9849	89.4
6399	26.1
79	22.5
9668	71.3
9914	83.6
317	52.8
4817	6.5
4298	8.0
121	91.4
7485	56.0
9833	93.2
3830	79.9
9721	65.5
2510	97.9
5887	17.8
1001	46.9
8623	42.4
7926	96.0
4332	72.1
1179	39.3
5646	88.9
200	66.1
6030	68.7
9256	74.0
5689	78.5
5199	19.6
776	73.9
4026	10.6
2167	0.9
3406	73.5
9890	61.7
3796	24.1
2021	16.7
5773	3.4
8323	6.3
3188	40.4
1353	56.5
2752	81.7
8348	98.8
8668	39.1
8589	95.5
8034	20.7
8705	15.0
52	82.6
2217	0.2
8336	98.3
5163	46.6
30	89.4
4463	0.5
8231	11.0
8537	18.7
1780	92.1
2331	55.2
1115	9.9
10076	33.8
3943	24.3
8916	49.6
4507	14.7
4194	74.6
8919	44.4
8332	88.5
8267	86.2
367	63.2
6244	32.8
10114	1.3
4473	29.8
401	42.4
2589	6.1
6239	76.3
7327	44.3
8584	26.1
9026	55.7
5349	36.3
5680	48.5
1128	15.3
2917	47.6
1371	81.7
297	74.1
6577	91.0
4790	23.8
7329	1.8
772	54.2
2046	78.8
8467	63.2
7999	63.2
2905	40.9
2631	0.3
1439	56.4
6745	14.7
6123	86.3
9693	2.6
6649	90.2
7364	86.6
5279	23.2
3381	51.8
8175	64.4
2786	84.6
9797	30.4
655	16.4
2504	16.6
4884	62.9
1284	62.9
5941	42.2
2479	6.5
10067	86.9
6764	87.2
8453	56.9
2976	93.9
5013	22.9
