727035	4832.2
2414532	8317.5
2446925	6329.5
2501616	4127.2
4498283	6830.6
571197	7287.3
576617	2498.5
642401	2283.2
2353999	2340.0
3612425	8002.6
3955935	5255.5
4658416	8195.8
24420	8222.2
693588	3127.1
878448	6429.4
2642406	7528.5
3468316	8641.5
3844214	4755.2
4641388	1891.1
4808188	6723.1
4888498	8759.2
495712	1556.4
1348634	151.3
1614160	2688.9
4914823	2648.3
971201	2911.0
1047614	5568.6
1209115	6244.7
1721216	3054.0
1968312	4855.5
2132199	2276.4
3031943	7604.1
4370960	5454.5
2313980	7655.6
3163747	8716.3
4899431	1323.8
121462	5383.7
473961	2531.3
2198740	7351.0
3436299	7852.3
3743072	1043.6
4152456	7597.7
4297573	8219.0
4313964	2037.1
505829	8613.8
598965	9156.4
1609487	9267.9
2364719	3939.9
329789	8884.2
620972	9362.9
1982312	9843.9
2062605	3367.8
2153768	6708.4
2935409	973.9
3459726	9580.1
3659517	5286.9
3956499	78.1
4612446	9046.0
635975	4255.8
1644231	4163.7
1894512	1599.9
2079596	5169.1
2825169	891.6
3268733	7360.9
4206547	5052.9
33309	5756.3
500985	5401.2
568554	9246.0
1771592	8328.6
3955199	399.1
4129352	8389.1
4345723	9850.6
350224	3232.8
2321830	2241.9
2939323	2747.1
3241897	4871.9
3482037	5596.0
3526851	6645.8
3665894	2379.4
3960615	1236.5
4040845	6715.8
552661	7204.9
1554839	1237.2
2302634	7953.3
2571232	9333.6
2939944	4797.8
4321695	3060.7
4940329	4994.5
101233	1710.1
957668	5054.5
1210604	7284.2
1546476	1090.3
1724000	5710.3
2097787	4563.4
2744939	1054.9
3222976	7997.8
3680430	7921.8
248469	4603.4
1217151	6618.0
1332792	4093.1
1443415	2546.7
1633247	1155.0
3079966	2233.8
3191147	9906.3
4318793	6115.3
4830855	5673.6
131607	5577.9
219988	4145.9
650413	5313.1
1131640	4239.0
1358353	4222.7
1367633	5909.3
2199095	9533.8
2485209	4855.8
3174014	4420.1
4457472	8655.8
4774114	1699.0
82587	8332.9
342860	1024.9
644828	5517.3
874824	1046.0
1266329	201.6
1792935	2899.7
2895152	6200.3
3615263	2879.9
865630	6051.9
1043340	4849.3
1119219	5923.0
1293206	1139.9
1505583	6149.7
2211555	6327.5
2890907	3534.8
2975668	8213.5
4048753	5487.8
4396912	2019.8
1593645	4677.2
2172316	5041.5
2222109	101.8
2245875	1651.9
2500858	8954.9
3553607	3651.0
3898629	2925.4
4506770	4799.6
215860	2038.4
1665329	3012.3
2223829	4393.7
2426572	9545.0
3050332	7506.6
3477612	7167.9
4381614	635.4
2476931	2854.7
38150	7180.8
1906083	8366.4
3033999	5711.8
4081818	611.0
4748284	4377.0
4989269	3119.2
4999999	7658.2
332555	6939.5
394343	1998.6
1116088	3140.9
1239878	4122.4
3461489	4308.7
3683777	9090.8
4704239	6000.2
4757018	5257.3
4988515	7738.2
617741	2139.8
1208802	5742.2
3441171	3683.5
3505701	8131.5
1035325	3646.2
1202012	8711.1
791022	8042.8
1141165	893.0
1616579	9711.5
1715232	1593.4
2485932	5866.4
3116909	1285.3
3706030	8410.1
3913367	5601.9
323609	9007.6
1169545	4363.7
1962561	7099.4
3728932	781.4
3904558	7604.2
4077231	5268.1
4330326	6856.9
4826134	2813.5
4884613	1106.0
4990267	399.5
596376	7697.4
2226168	3212.1
2264504	1513.3
2834020	3560.0
3210034	7663.3
3681423	9511.5
3754624	4535.8
4047995	9206.1
4646178	7040.2
4819964	3582.1
1425974	6718.7
1779113	7903.0
2181820	3294.9
2525577	6758.8
3387062	7085.9
4173511	3892.4
542806	5433.7
2252795	7098.9
3133741	7335.7
4279826	2487.7
4306379	2510.8
4392823	9793.4
4724701	2613.1
144675	6862.9
758296	956.7
902205	9708.0
1460995	2701.9
1789223	7769.5
2061020	9918.8
2475659	2310.5
2988514	9317.6
3700959	689.5
4757487	7094.2
4911222	9954.7
280122	7027.7
573756	5917.2
1049109	2931.3
1394885	6085.9
1801546	7750.0
1852388	8743.1
2035000	1760.4
2088086	1862.6
2694467	1706.2
3133751	806.9
3708363	7994.4
4410924	8692.2
2608953	260.6
2922538	1458.4
3429795	4241.1
4722119	6715.2
4874514	3259.8
4970285	7561.9
1320891	1022.7
1901695	5211.6
2047971	2578.6
3506777	1327.8
3846344	209.0
4038193	970.0
454854	5730.7
884429	1348.9
1163392	9553.2
1477218	6376.0
2143512	1075.3
2859493	6922.2
4128016	8248.2
4547894	9066.5
4924957	5160.1
36634	7683.9
1849981	5622.7
2451061	7422.5
3300085	8253.5
3765029	5568.3
1600190	7645.0
3951027	8968.0
4648809	5634.0
4673496	3209.7
419980	8127.7
926506	9649.8
1753796	5611.3
2430807	6357.6
2468760	8244.6
2679437	7777.1
2974398	8817.5
3564572	9059.6
3960494	1314.3
3980568	7905.9
684501	6960.2
865187	1396.0
1013151	327.0
2084469	7482.5
