13572	7.1
50049	8.5
45852	4.3
42948	5.9
45258	8.9
12766	5.5
39356	2.1
15662	7.5
324	2.1
1238	8.6
19881	0.2
49942	5.2
48555	1.9
33746	2.2
39866	8.1
17753	1.1
37960	5.3
38072	6.6
19837	1.0
7684	1.6
45203	2.4
21100	6.7
7270	3.1
50368	7.5
29108	1.5
3034	5.1
49416	1.4
15503	4.9
7685	3.3
18714	7.4
24771	1.1
5086	7.4
13104	3.0
43493	3.9
4627	1.9
13847	3.2
22747	4.6
20363	4.2
7519	0.8
6144	7.4
10459	7.6
7218	3.0
4428	3.2
22155	8.8
244	5.4
3681	2.4
49978	9.6
6245	8.8
30105	3.9
41162	5.8
47983	6.6
209	2.5
9429	2.8
1437	0.4
24995	6.9
8906	4.1
40576	4.9
17026	5.4
31459	4.6
10047	4.4
18145	2.3
15201	3.9
25572	8.6
48977	8.6
40018	9.7
21293	2.2
43886	1.5
9079	1.9
47090	9.4
24340	1.7
17974	5.5
28396	5.8
17011	5.5
25067	6.7
38391	9.4
12200	10.0
29241	3.5
45257	7.1
43118	1.2
33125	5.1
4898	4.5
38262	8.9
13961	9.5
32037	2.1
49769	1.8
7429	4.0
18412	2.1
8842	9.8
38334	2.7
18718	3.6
9455	2.6
16472	6.8
50372	1.8
17384	3.5
8742	2.9
50171	5.6
29522	1.7
9356	4.0
47871	0.2
30774	8.1
4360	2.8
16770	5.8
1649	3.1
46566	9.7
4161	0.6
27918	8.1
45695	4.2
31834	5.0
40222	3.3
17375	7.7
44458	8.6
47988	3.6
12055	6.8
27689	3.1
15239	2.0
39198	9.8
19812	9.5
5409	6.0
42710	4.6
17855	4.0
1784	0.2
25973	3.1
44308	1.0
45562	5.0
17069	3.1
48827	3.4
1108	8.2
50254	9.7
43177	8.9
32062	9.9
13608	9.7
44550	0.9
33345	7.2
43008	8.5
11978	4.4
24248	10.0
35448	1.8
7947	8.1
40038	4.8
49704	5.9
22695	5.0
38784	5.2
2897	5.9
22028	5.9
41932	1.0
18386	6.8
3087	2.2
49647	3.8
1076	3.4
14300	9.1
6150	1.4
10125	2.6
24631	9.4
44367	7.3
39710	1.7
34652	8.3
31818	7.4
26931	6.0
24625	3.4
45892	3.5
31305	9.8
44861	6.6
2338	1.2
3675	1.9
11014	2.8
36316	4.5
24495	0.4
9896	4.3
6450	2.1
10600	9.3
37837	7.2
3905	0.7
32129	8.9
42291	8.6
47811	3.8
19502	6.8
34664	7.8
44596	0.4
384	8.7
27741	6.0
20339	7.5
11872	0.2
29268	2.2
31528	7.5
13331	2.8
2223	2.9
30428	9.8
1497	5.3
49071	1.4
28067	1.6
40787	6.5
